customer_id,amount_ratio,country_changed,device_changed,outside_hours,tx_last_hour
356,1.0358667518748768,0,0,0,3
2592,1.201687300314016,0,0,0,2
4778,0.8680651413086671,0,0,0,2
4401,1.0764579489104964,0,0,0,1
3173,1.0027032669916627,0,0,0,3
578,1.1249039128731908,0,0,0,4
595,0.5936555227487373,0,0,0,2
4207,1.5384553913262027,0,0,0,2
4685,0.7965786985468626,0,0,0,5
4199,1.0659409188506856,0,0,0,2
2087,0.9888944869277987,0,0,0,3
4031,0.7870403926824127,0,0,0,2
2769,1.0332635125721465,0,0,0,0
2732,1.38720449745302,0,0,0,3
3840,1.0772667789570418,0,0,0,2
2436,0.9448416826268066,0,0,0,3
2960,1.0556553691299204,0,0,0,1
3438,0.9856526187430696,0,0,0,1
2564,1.3577088833220292,0,0,0,2
3826,0.8304611973525668,0,0,0,3
3074,0.8872250465687082,0,0,0,1
140,0.8188174241004351,0,0,0,1
922,0.7682641461354796,0,0,0,2
241,1.1882852274804823,0,0,0,3
1910,1.1430823002818158,0,0,0,1
2745,1.6289578651007328,0,0,0,0
2071,0.7892279589516923,0,0,0,1
2074,0.8821574682394977,0,0,0,5
2674,0.7053263977242936,0,0,0,1
2727,0.8723323155026459,0,0,0,2
2679,1.1975251211497102,0,0,0,1
2604,1.0369720456219442,0,0,0,2
1441,0.8193190608155143,0,0,0,4
1569,0.9292098467269525,0,0,0,1
1164,0.8204162618308686,0,0,0,1
412,1.2501020180613982,0,0,0,7
4936,1.064922201353804,0,0,0,1
2337,1.0261320077232963,0,0,0,1
2573,0.9849256840252874,0,0,0,1
1619,1.0051500288341433,0,0,0,3
3868,1.0356042123694693,0,0,0,3
1944,0.9672258734516314,0,0,0,1
3528,0.8619134771544475,0,0,0,1
3894,0.6182487990186014,0,0,0,2
1578,0.7336394340731315,0,0,0,3
611,1.2258347835040038,0,0,0,2
699,0.8517499377236634,0,0,0,0
1636,1.2032888439722382,0,0,0,2
3725,0.7770180909644268,0,0,0,1
559,1.0454327926216884,0,0,0,3
2601,1.2320082877164253,0,0,0,0
3171,0.8985572111865717,0,0,0,1
364,0.7969494316934168,0,0,0,1
3556,1.0838767031297616,0,0,0,0
1386,0.7140668485870058,0,0,0,0
2857,1.3990631384553534,0,0,0,4
4267,1.092080660122837,0,0,0,3
3474,1.3428548675660619,0,0,0,2
4797,1.2152550182834279,0,0,0,1
2135,0.8927090500718488,0,0,0,2
2158,1.4407090896241463,0,0,0,2
3549,1.0899471555507214,0,0,0,0
3997,1.1397741964941934,0,0,0,0
1006,1.112194299513891,0,0,0,4
3331,1.1666426045224576,0,0,0,2
87,0.8128927256727022,0,0,0,2
4185,0.9432331203862017,0,0,0,0
4522,0.8326806851818748,0,0,0,3
2564,1.0325471622123132,0,0,0,6
897,1.0481866896761727,0,0,0,2
4681,0.8205540780107102,0,0,0,6
4689,0.7930059724281217,0,0,0,3
2285,0.8581588081569776,0,0,0,3
1971,1.0454484422037689,0,0,0,2
2539,0.5676743801213702,0,0,0,3
2339,1.151262287834733,0,0,0,2
1054,1.1874855379997356,0,0,0,0
2719,1.0577865355132012,0,0,0,2
4193,0.7242613202268026,0,0,0,2
1110,1.0692544843536387,0,0,0,5
4574,0.9443983035164469,0,0,0,4
1110,0.9600683543891331,0,0,0,2
1042,0.76584975098034,0,0,0,0
4575,1.0204712141452568,0,0,0,1
242,0.9289725387862501,0,0,0,2
4249,0.9273515839944323,0,0,0,1
2446,1.4183954584948635,0,0,0,4
796,0.9894612965815389,0,0,0,2
2698,1.0109366676529037,0,0,0,0
2408,0.6990575138516122,0,0,0,3
2705,0.7096402240268913,0,0,0,1
2126,0.9261997533508433,0,0,0,1
1278,1.0017726044850042,0,0,0,3
3944,1.1610912976950805,0,0,0,4
3055,0.7480853450071349,0,0,0,3
4303,0.8631528512700519,0,0,0,2
278,1.1640753641863297,0,0,0,3
2720,1.4194614042354445,0,0,0,2
1350,0.9956371517547934,0,0,0,4
4305,0.9717174900994122,0,0,0,1
1193,1.095494549416995,0,0,0,1
1130,0.7437879647504932,0,0,0,0
893,0.9091181924921983,0,0,0,2
2448,1.0040695278985383,0,0,0,2
3745,1.3318637888032243,0,0,0,5
3277,0.9707323266543139,0,0,0,2
46,1.1488267014971836,0,0,0,0
4986,0.8083856340280664,0,0,0,0
4140,0.9972471277559313,0,0,0,1
2883,0.9853080574650258,0,0,0,3
522,1.1187444955781232,0,0,0,0
1543,1.0641862132008646,0,0,0,3
3144,0.8631621511906876,0,0,0,2
1686,1.1685323887382508,0,0,0,0
873,0.8248445389290883,0,0,0,1
265,0.8300935721293401,0,0,0,3
1106,1.107194456596281,0,0,0,0
3059,0.7859049341566811,0,0,0,5
2952,1.144500537482274,0,0,0,2
413,0.5085653609976462,0,0,0,1
2548,1.038551880782816,0,0,0,1
3943,1.2031403759102448,0,0,0,2
4319,1.1826161662370258,0,0,0,4
3410,1.3775797649326975,0,0,0,1
4569,1.0737562865476653,0,0,0,3
4275,1.0334892712756196,0,0,0,3
2676,0.8949668127472397,0,0,0,3
4853,1.0918870001662448,0,0,0,7
4601,1.0741002139952456,0,0,0,4
1839,0.9946089720897219,0,0,0,1
2346,0.6717604679916533,0,0,0,2
4057,1.0295422515062984,0,0,0,1
160,1.178419102580491,0,0,0,1
2564,1.0577848848693006,0,0,0,2
3904,1.031892143174376,0,0,0,1
1726,1.0114152444947968,0,0,0,0
1083,0.9938333532280906,0,0,0,4
1809,0.8727852196453385,0,0,0,1
778,0.8805708012222461,0,0,0,1
2836,1.3618845377496103,0,0,0,1
844,0.9746643530701136,0,0,0,3
3201,1.1918277845609244,0,0,0,1
4751,1.036123020932863,0,0,0,3
1133,1.1823104025998075,0,0,0,0
1923,1.11139597355271,0,0,0,3
4159,0.9469518899612143,0,0,0,3
3547,1.0483528726020466,0,0,0,2
1157,1.2588432573062918,0,0,0,0
2556,0.9506318913868548,0,0,0,2
3533,0.7181422777895916,0,0,0,2
172,1.1140979942311682,0,0,0,5
4032,1.473016265162243,0,0,0,4
1481,1.0610984014137967,0,0,0,1
4893,1.2918553239892863,0,0,0,0
3203,0.7688740731308384,0,0,0,0
636,0.8774195140325031,0,0,0,2
3246,0.9918565168057657,0,0,0,4
1111,1.3734572520624488,0,0,0,1
4353,0.7879433606584012,0,0,0,1
208,0.8706999368675994,0,0,0,3
1304,1.384664161979822,0,0,0,2
3970,0.7928715673990497,0,0,0,3
1675,1.0635933575186833,0,0,0,2
1060,1.2773338149392266,0,0,0,3
2848,0.7861651056742052,0,0,0,4
3453,0.8494329856552503,0,0,0,4
404,1.116991032653834,0,0,0,1
268,1.2820196335500291,0,0,0,1
2868,1.2197487568055343,0,0,0,0
3242,1.1084530530872805,0,0,0,2
424,1.0731770384912072,0,0,0,4
3645,0.9429511324482875,0,0,0,2
1635,0.9384193978524693,0,0,0,2
1809,0.9689764932042851,0,0,0,3
2651,0.6741007130440004,0,0,0,0
2429,0.8796198164547886,0,0,0,3
3384,0.8731436184474972,0,0,0,1
3797,0.777028114733245,0,0,0,6
2697,0.9117677796310906,0,0,0,0
3201,1.041678391894152,0,0,0,0
3075,1.0187034148957526,0,0,0,3
3767,1.272015629696691,0,0,0,3
4430,0.9604071064825443,0,0,0,2
4099,1.0384163547145187,0,0,0,3
4179,1.0123216810034872,0,0,0,2
2929,0.9344871640814465,0,0,0,5
2153,0.9879197537980706,0,0,0,3
831,0.786821000287932,0,0,0,0
3941,0.5556428749993783,0,0,0,2
4098,0.7198683001179843,0,0,0,0
3435,1.0763399795470072,0,0,0,3
4159,0.9158269923703802,0,0,0,1
4476,0.6935017818856642,0,0,0,4
3055,1.033477076129342,0,0,0,1
2036,0.9337753543948022,0,0,0,2
1231,1.0860410254169135,0,0,0,0
3940,0.7468589497159761,0,0,0,3
745,1.3906558629646093,0,0,0,1
572,1.3222405844697458,0,0,0,2
3699,0.9556877472134307,0,0,0,3
2946,1.4366083166683499,0,0,0,2
4550,0.9979732351345258,0,0,0,2
1902,0.7093683004576031,0,0,0,1
4921,0.7173401122014351,0,0,0,2
4336,1.0642502494373274,0,0,0,2
4795,1.1586098266405145,0,0,0,3
2110,0.987657546575984,0,0,0,0
4044,0.6732846251371979,0,0,0,3
989,1.123003655610752,0,0,0,1
2452,0.8595074182602582,0,0,0,0
2253,0.8524695282775754,0,0,0,3
1405,1.1825920739216247,0,0,0,3
4281,0.8281444964404365,0,0,0,3
4640,1.2447540443926035,0,0,0,1
1082,1.2176808099975636,0,0,0,2
4909,0.9207721461935868,0,0,0,1
421,0.8171589713221589,0,0,0,3
1122,0.793831586605314,0,0,0,2
3138,0.8267413305504804,0,0,0,1
1838,1.0756837433640172,0,0,0,0
2195,0.7772261605223172,0,0,0,4
2321,0.6629515430027949,0,0,0,1
1685,1.0565256022985596,0,0,0,3
4904,1.3400520912994154,0,0,0,1
4422,0.8639602476855136,0,0,0,1
1891,0.852132590674319,0,0,0,1
4246,0.897858435388542,0,0,0,1
571,1.1853941091822697,0,0,0,3
763,0.7416948191808012,0,0,0,1
3019,0.8758422563071133,0,0,0,1
1645,0.8617710423638911,0,0,0,2
2005,0.7643564413927288,0,0,0,2
4239,0.7823774708730573,0,0,0,2
4036,0.706689439868961,0,0,0,0
2657,0.9784007596918022,0,0,0,2
2088,1.1894762366126421,0,0,0,1
2600,0.7612068868026993,0,0,0,2
4018,1.0668602815444324,0,0,0,2
4472,1.020364461443989,0,0,0,2
1304,0.8068898569169793,0,0,0,2
2042,0.9544848285557378,0,0,0,2
1381,1.0540905355261683,0,0,0,1
4632,1.4717965208442965,0,0,0,0
1044,1.0727483337224228,0,0,0,4
329,0.8875976413191746,0,0,0,2
4860,0.8762287647245222,0,0,0,3
2881,1.0190160732441416,0,0,0,0
2680,0.9235184776354913,0,0,0,1
4882,0.8794304077076706,0,0,0,2
4764,0.8880024290236657,0,0,0,1
3622,0.9306906867033975,0,0,0,3
1262,0.693791066781973,0,0,0,6
4970,1.0750617853195614,0,0,0,1
454,0.9714788074386888,0,0,0,2
3581,1.122420610223763,0,0,0,4
1895,0.7066455004655146,0,0,0,2
4628,1.1001891160171695,0,0,0,2
763,0.6925737840037243,0,0,0,0
4849,1.275367358335013,0,0,0,3
984,0.9321390607200538,0,0,0,0
600,1.2696457610284018,0,0,0,3
2646,0.755792645433027,0,0,0,4
2031,0.7768950166126178,0,0,0,2
305,1.086215204084355,0,0,0,0
1344,0.9332481493895008,0,0,0,5
2678,0.8103714590646681,0,0,0,2
3796,0.7683941510692508,0,0,0,0
4045,1.194567048607678,0,0,0,1
1772,0.9558580999003393,0,0,0,3
1900,0.7266111395244406,0,0,0,2
3461,1.1475889105907955,0,0,0,0
2315,0.9464159763998119,0,0,0,2
4440,1.274370180562283,0,0,0,5
4215,1.1781045834938413,0,0,0,1
4779,1.3611579819578787,0,0,0,1
4184,0.8194480456380414,0,0,0,0
2001,1.2775573275306649,0,0,0,2
576,1.4640105579339362,0,0,0,3
17,0.8846626144217419,0,0,0,2
609,0.7942745079917426,0,0,0,0
3323,0.7713927659153363,0,0,0,3
1640,0.8592529146263116,0,0,0,3
2241,0.9400611567600826,0,0,0,1
289,0.8690237112185307,0,0,0,2
2663,1.0412469158472089,0,0,0,3
3959,1.0645029212904698,0,0,0,3
4634,1.1271164005444645,0,0,0,2
4541,1.0685429977233285,0,0,0,4
3215,0.8200852613112982,0,0,0,1
2847,0.9016970184829558,0,0,0,2
3013,1.1827570547020474,0,0,0,2
4262,0.7296649812257084,0,0,0,2
1485,1.0229457850241788,0,0,0,4
4135,1.0250774340142772,0,0,0,3
2070,1.0032105814026075,0,0,0,3
4059,0.8910827971351865,0,0,0,2
4203,0.6298891672330267,0,0,0,1
707,0.9793054083152563,0,0,0,2
2753,0.6067690308841811,0,0,0,1
2241,1.035751189414515,0,0,0,2
4566,0.9741777737670244,0,0,0,1
1125,1.0733547572614186,0,0,0,2
1684,1.1534175828780187,0,0,0,1
51,0.9513781445483306,0,0,0,0
2038,0.9674833993384655,0,0,0,3
1110,1.1978584630314197,0,0,0,3
2298,0.884217715792954,0,0,0,0
4921,0.8299208442587499,0,0,0,0
3323,0.7812766193317852,0,0,0,4
173,0.9505577506588078,0,0,0,1
421,1.2039299818550047,0,0,0,2
1837,1.0046519156526974,0,0,0,3
966,1.245503175628919,0,0,0,2
716,0.8063449585452135,0,0,0,1
3128,0.8106023122602153,0,0,0,2
2077,0.5700762017758906,0,0,0,2
3684,1.2524740071385543,0,0,0,4
1763,0.7127551823570814,0,0,0,6
849,1.2649204830692584,0,0,0,3
3267,0.8407219071411592,0,0,0,4
1165,1.0511658652599218,0,0,0,5
495,1.4132845021976406,0,0,0,2
3171,1.3786452576937178,0,0,0,3
4408,0.44579774966717434,0,0,0,1
4268,1.285609585641361,0,0,0,2
1983,1.0817422056371677,0,0,0,5
2463,1.2402231393700465,0,0,0,6
4609,1.345822395191021,0,0,0,3
2516,0.9129048819081674,0,0,0,1
2799,1.1193178220993705,0,0,0,2
2103,1.107426351459204,0,0,0,0
2132,1.1509902153600162,0,0,0,3
1067,1.222311588436273,0,0,0,1
2820,1.215070364497444,0,0,0,2
2632,0.7234109357671791,0,0,0,3
3856,1.1792947154527638,0,0,0,3
3218,1.0048232650292057,0,0,0,4
442,0.9779649311042545,0,0,0,2
464,0.9449908575708723,0,0,0,4
718,1.07120181978718,0,0,0,2
4074,1.1903873544762398,0,0,0,5
2325,0.9632789093788261,0,0,0,1
1991,1.1602321800172355,0,0,0,3
3206,0.985069591299784,0,0,0,7
4768,0.9148799218815061,0,0,0,3
629,0.9166899059541186,0,0,0,1
847,1.210458831685825,0,0,0,1
2345,0.9895945026666569,0,0,0,2
1777,0.9362560745609231,0,0,0,4
4478,0.7086572368624804,0,0,0,1
382,1.1261435675288136,0,0,0,3
4582,1.1413184777054968,0,0,0,2
801,0.9716104122037186,0,0,0,2
1703,0.8257947398713145,0,0,0,0
3958,1.0098741962693165,0,0,0,1
195,1.1675977319109143,0,0,0,1
1132,1.242380339094296,0,0,0,3
2391,0.9421634921172439,0,0,0,3
1113,0.9462292800033799,0,0,0,1
16,0.9881024167984471,0,0,0,2
314,0.8921193106564992,0,0,0,4
2482,0.7703716867329571,0,0,0,4
3594,1.013447703780816,0,0,0,3
4231,1.4550670395073917,0,0,0,1
4058,1.1914243995273688,0,0,0,3
1904,1.0688180242581786,0,0,0,3
2182,0.6634142518937414,0,0,0,2
2320,1.1096884214047553,0,0,0,2
2333,1.220163995501132,0,0,0,1
2788,1.1362956122813623,0,0,0,4
617,0.9590424009546313,0,0,0,3
3681,1.1239976470186361,0,0,0,2
4231,1.0656873718301465,0,0,0,3
1799,0.9267576361431766,0,0,0,0
4747,1.0536446968411954,0,0,0,3
3803,1.6473904207260224,0,0,0,2
3094,1.167478565683683,0,0,0,0
2449,1.3031691650912836,0,0,0,1
4445,0.8987856004111292,0,0,0,2
2263,1.0208592336218054,0,0,0,4
4966,0.9571307541312728,0,0,0,0
2512,0.941118461870573,0,0,0,2
4168,1.0763403954300803,0,0,0,1
1713,1.0423366590419687,0,0,0,1
1194,1.3148189516232904,0,0,0,2
1442,0.943023774267161,0,0,0,1
3181,0.9118203621890293,0,0,0,2
4065,1.10479993706064,0,0,0,3
1929,0.8499002262356188,0,0,0,0
2191,1.2513528120877664,0,0,0,1
40,0.6748354170850704,0,0,0,5
1611,1.257250493739068,0,0,0,2
641,1.026748759444271,0,0,0,2
1073,1.1778167894799656,0,0,0,0
2516,0.913809862652415,0,0,0,3
79,0.8864868928496015,0,0,0,4
903,1.168600155551793,0,0,0,2
2552,1.0352286854156063,0,0,0,2
4139,0.8393910119081311,0,0,0,1
1439,0.845289200654317,0,0,0,1
4191,0.8446686332197174,0,0,0,1
111,0.9292004685091602,0,0,0,2
4006,1.0886681235057916,0,0,0,6
2352,1.0040144520468228,0,0,0,2
1332,0.9526426758880656,0,0,0,4
2338,1.2709378790919381,0,0,0,2
2153,1.252637547064076,0,0,0,3
2413,1.115722662337577,0,0,0,2
2110,0.9075332319679189,0,0,0,1
4844,1.1753560904904012,0,0,0,0
1744,1.3493566772528154,0,0,0,1
4251,0.8935389830161369,0,0,0,1
3296,0.6968299289835534,0,0,0,1
3044,1.0194216736117667,0,0,0,1
3288,0.9991477551945677,0,0,0,4
1079,0.8169530516762761,0,0,0,1
3345,0.804071859136733,0,0,0,5
3016,1.1889456812499586,0,0,0,3
4691,1.0891177867574287,0,0,0,2
3047,1.0721367425762305,0,0,0,2
4631,1.1041963942890365,0,0,0,1
4502,0.9509693029680713,0,0,0,1
241,0.6203914713729541,0,0,0,2
2780,1.21298288235196,0,0,0,1
2735,1.1156922310085862,0,0,0,0
1495,1.0328475129865893,0,0,0,2
1659,0.7877474293175504,0,0,0,1
4338,1.1399276030052614,0,0,0,1
96,0.8931531167329895,0,0,0,2
2397,1.1314202622856495,0,0,0,2
2706,1.0521250451935602,0,0,0,1
3799,0.892510471342501,0,0,0,3
879,1.0762890929449949,0,0,0,3
338,1.0035189242368823,0,0,0,1
3077,1.043048635463753,0,0,0,3
600,0.9752257212543347,0,0,0,1
3677,0.7831654066768396,0,0,0,5
3276,0.9660094575713893,0,0,0,2
3675,0.968971524808278,0,0,0,3
612,0.8944089978812474,0,0,0,3
93,0.8707472211182409,0,0,0,0
2057,0.7501832718991265,0,0,0,1
56,1.0237934293647828,0,0,0,3
495,0.8332156227218108,0,0,0,1
1994,0.7967283885663583,0,0,0,4
2288,0.5845971209453881,0,0,0,1
323,0.8617294952614827,0,0,0,0
2497,1.0670238261884386,0,0,0,2
3348,0.9998833344676564,0,0,0,3
3232,0.9234331495607851,0,0,0,2
1715,0.9134542560562856,0,0,0,0
2859,1.1291220145198606,0,0,0,0
3653,0.9073505142098568,0,0,0,1
409,1.0246213352977407,0,0,0,1
702,0.8670720548011868,0,0,0,9
141,0.9075031411728885,0,0,0,3
1733,0.95404815390882,0,0,0,2
3469,0.8114523821777188,0,0,0,3
1109,0.8893784832153353,0,0,0,3
3921,0.9977094330441855,0,0,0,4
3625,0.8790004589147116,0,0,0,2
1962,0.8381446893367821,0,0,0,1
4948,1.2110391274071686,0,0,0,0
4161,1.391058969498422,0,0,0,2
4976,1.1554405599952826,0,0,0,0
4755,0.9374031148583842,0,0,0,0
4286,1.0242130469349977,0,0,0,3
3383,1.0637432197065346,0,0,0,2
2649,0.8574952032641927,0,0,0,2
4066,1.1251366214966372,0,0,0,2
3056,1.0694125101701208,0,0,0,0
2422,1.1735136712204444,0,0,0,1
3169,1.1511886536003846,0,0,0,5
1221,1.0748806818544523,0,0,0,1
2906,1.3688829428508622,0,0,0,0
1810,0.5999370351681831,0,0,0,1
1527,0.6964900065410801,0,0,0,2
4117,0.8153970019341041,0,0,0,2
3808,0.717333662618522,0,0,0,2
3482,0.8388082226147288,0,0,0,1
126,1.249963142861666,0,0,0,0
1308,1.4577547070220194,0,0,0,1
4081,0.9698740430961919,0,0,0,0
3869,1.122482327063339,0,0,0,1
4397,1.2557425681444587,0,0,0,2
2429,0.734963501593497,0,0,0,2
2368,1.214599171673306,0,0,0,2
2002,1.2516029826211976,0,0,0,2
982,1.0723792077211,0,0,0,3
352,1.076260322563952,0,0,0,4
1609,1.122366728074679,0,0,0,7
4677,0.8811125866653696,0,0,0,1
4823,0.9278901053626244,0,0,0,1
2472,1.001296556341514,0,0,0,2
3190,1.0823734887783598,0,0,0,3
4113,0.7170492616751716,0,0,0,2
2639,1.157704405508782,0,0,0,1
2770,1.0948121976446352,0,0,0,2
1337,0.9017045693062665,0,0,0,2
2626,0.8550342551692492,0,0,0,1
4250,0.9994665201694075,0,0,0,5
4230,1.3113149127732318,0,0,0,0
266,0.8899717097702471,0,0,0,3
1384,0.8601805122251469,0,0,0,3
1437,0.6466920800753987,0,0,0,2
661,1.1209622833246815,0,0,0,2
150,1.0664196263740016,0,0,0,0
1805,0.8766330736191165,0,0,0,3
4019,1.1267548620129448,0,0,0,4
4206,0.8957308477797924,0,0,0,1
2459,0.6335071937898787,0,0,0,2
2090,1.0508736001111125,0,0,0,1
3454,0.9726699200171501,0,0,0,1
81,0.7719999115422175,0,0,0,2
1140,0.9786953536094596,0,0,0,5
2355,1.2603196380427577,0,0,0,0
3098,0.8111593866821889,0,0,0,0
924,1.2295912777660223,0,0,0,3
3407,0.942676722847976,0,0,0,1
3897,0.736721223648098,0,0,0,2
1701,0.6997752865439185,0,0,0,6
2893,1.1742451679194812,0,0,0,0
2204,0.7358593485248978,0,0,0,2
4391,1.2742956524150648,0,0,0,1
2777,1.2989297663205681,0,0,0,1
1554,1.0493831751345757,0,0,0,2
3882,1.0107409297248446,0,0,0,1
4019,1.0701762246265882,0,0,0,3
4991,0.8778796249094781,0,0,0,1
2361,0.9143093352500142,0,0,0,0
3296,1.5077303711062686,0,0,0,3
3547,0.9480086085055357,0,0,0,6
1281,1.003920308420074,0,0,0,1
987,0.9808152811716916,0,0,0,1
2755,0.4680146945292132,0,0,0,2
3238,0.9010503186051427,0,0,0,1
3596,0.957302461722598,0,0,0,2
4694,1.2416992862160412,0,0,0,3
1003,1.3483707766080093,0,0,0,1
3403,0.7526296139874489,0,0,0,1
4808,1.1858876647417158,0,0,0,5
2214,1.0194047496452268,0,0,0,2
3732,0.9751242727374164,0,0,0,3
1493,1.2037488322106222,0,0,0,1
919,0.7504774059301395,0,0,0,2
168,1.102942603563317,0,0,0,1
684,1.171789623299999,0,0,0,2
841,0.5519723117825032,0,0,0,1
573,0.7456199895328146,0,0,0,1
4365,0.9902754240802836,0,0,0,5
422,1.0473945785432694,0,0,0,2
3421,1.0273752993140486,0,0,0,3
3986,1.280756236274371,0,0,0,2
2895,1.0537507474826844,0,0,0,1
1107,1.297412619974842,0,0,0,1
4364,0.7715260031723999,0,0,0,2
4263,1.3804632108761885,0,0,0,1
1390,0.8986410672426981,0,0,0,1
285,0.8210419960918794,0,0,0,3
270,0.7096805681745817,0,0,0,2
3384,0.7842115874352921,0,0,0,1
975,1.3333471229969052,0,0,0,2
4832,0.7769513847047989,0,0,0,2
1833,1.2379363142476671,0,0,0,3
2205,1.491123831749388,0,0,0,2
3809,1.055289094175136,0,0,0,4
3163,0.8024045971348841,0,0,0,2
2858,0.7068589888551609,0,0,0,2
4433,0.9189612327503355,0,0,0,1
1596,0.5306814064756029,0,0,0,2
2859,0.9144961561744129,0,0,0,2
3511,0.8073648489442826,0,0,0,0
802,0.9363925578768266,0,0,0,1
4194,0.8536117844263795,0,0,0,1
4570,0.9522290553449343,0,0,0,5
3729,1.0697316724221808,0,0,0,1
1080,0.9646300605676688,0,0,0,0
2125,0.8396546240680748,0,0,0,1
3123,1.1164599560796762,0,0,0,1
869,1.1621464729352526,0,0,0,2
1969,1.143402176712194,0,0,0,1
1132,1.2345966545931286,0,0,0,2
799,0.9851734605247033,0,0,0,0
3552,0.9076421931911473,0,0,0,3
4648,1.656578625719544,0,0,0,1
4915,0.8583829411107134,0,0,0,2
4346,0.7476082100393879,0,0,0,3
468,1.120231280593545,0,0,0,4
2882,0.6821605806391349,0,0,0,1
983,1.0922360377852232,0,0,0,1
529,0.5437241792743261,0,0,0,2
2536,1.0395359431959146,0,0,0,2
223,0.8465071719428142,0,0,0,2
702,1.0218758732041073,0,0,0,1
4756,1.541567902929671,0,0,0,1
3160,1.1295585200320475,0,0,0,6
1949,1.1430897885487523,0,0,0,2
3612,1.029108198767548,0,0,0,2
4216,0.9994819706466729,0,0,0,2
835,0.5249328245089301,0,0,0,1
3984,0.5173095291026414,0,0,0,4
3303,0.9939429518268027,0,0,0,1
1401,1.2606391549511935,0,0,0,2
1234,0.8901558856389197,0,0,0,3
3174,1.1037727628923157,0,0,0,1
82,1.021514231556245,0,0,0,1
4152,0.920489028596793,0,0,0,2
2499,1.366251618104796,0,0,0,3
1775,1.3029756964546682,0,0,0,1
1554,1.2311602203239091,0,0,0,1
1944,1.0974355109636456,0,0,0,1
4855,0.9198969197465621,0,0,0,4
4745,0.9809360591047723,0,0,0,3
1493,0.8609121593947344,0,0,0,1
526,0.8718839717248282,0,0,0,0
1411,0.9741363649540089,0,0,0,4
2897,0.8732635589090293,0,0,0,4
246,1.065650982492286,0,0,0,0
2205,0.7766469055936701,0,0,0,3
4622,1.070734324398535,0,0,0,4
4501,0.855811863655447,0,0,0,5
3057,0.9059552361386354,0,0,0,3
4798,0.9688805738733287,0,0,0,3
2122,0.9538878122310277,0,0,0,2
1337,1.1295789845547903,0,0,0,4
303,1.0977409638312807,0,0,0,1
4073,0.7334035110700807,0,0,0,0
3488,0.8875000516694631,0,0,0,1
3720,1.0402205281035548,0,0,0,2
977,1.1565689844496572,0,0,0,2
1751,1.212995089759965,0,0,0,1
1081,1.0132621963631991,0,0,0,3
